txno,    txndate,   custno, amount,      category,       product,                 city,     state,     spendby
1046,05-06-2011,4006104,194.93,Exercise & Fitness,Weightlifting Machine Accessories,Austin,Texas,credit
1047,12-28-2011,4008261,192.26,Outdoor Recreation,Skateboarding,Irvine,California,credit
1048,11-03-2011,4009879,131.49,Indoor Games,Ping Pong,Lexington,Kentucky,credit
1049,03-01-2011,4005021,143.88,Exercise & Fitness,Cardio Machines,Pittsburgh,Pennsylvania,credit
1050,09-25-2011,4008851,23.58,Winter Sports,Snowmobiling,Nashville  ,Tennessee,cash
1051,08-04-2011,4000416,167.76,Outdoor Recreation,Skating,Oakland,California,credit
1052,09-15-2011,4006204,42.17,Team Sports,Rugby,Lowell,Massachusetts,cash
1053,08-25-2011,4009625,138.77,Exercise & Fitness,Stopwatches,Kansas City,Kansas,credit
1054,08-25-2011,4004951,168.38,Team Sports,Cricket,Lincoln,Nebraska,credit
1055,11-27-2011,4008318,155.71,Outdoor Recreation,Hunting,Charlotte,North Carolina,credit
1056,03-03-2011,4003906,197.91,Dancing,Ballet Bars,Boise,Idaho,credit
1057,12-06-2011,4005275,156.73,Team Sports,Field Hockey,Pittsburgh,Pennsylvania,credit
1058,10-30-2011,4001540,102.41,Exercise & Fitness,Foam Rollers,Lexington,Kentucky,credit
1059,05-02-2011,4008616,143.08,Exercise & Fitness,Cardio Machines,Lexington,Kentucky,credit
1060,07-20-2011,4008299,91.36,Outdoor Recreation,Track & Field,McKinney,Texas,credit
1061,02-10-2011,4001981,22.67,Jumping,Jumping Stilts,St. Louis  ,Missouri,cash
1062,05-12-2011,4007102,142.76,Air Sports,Parachutes,Louisville,Kentucky,credit
1063,02-17-2011,4006376,67.89,Jumping,Jumping Stilts,New York,New York,credit
1064,02-04-2011,4007145,48.18,Exercise & Fitness,Abdominal Equipment,McKinney,Texas,cash
1065,08-30-2011,4005166,173.9,Winter Sports,Cross-Country Skiing,San Diego,California,credit
1066,09-03-2011,4000452,87.52,Outdoor Recreation,Shooting Games,Westminster,Colorado,credit
1067,03-26-2011,4001289,124.91,Games,Bingo Sets,Chicago,Illinois,credit
1068,01-04-2011,4000251,79.56,Winter Sports,Sledding,St. Louis  ,Missouri,credit
1069,01-10-2011,4007767,54.23,Team Sports,Beach Volleyball,Charlotte,North Carolina,credit
1070,03-07-2011,4009208,75.48,Exercise & Fitness,Free Weight Bars,San Jose,California,credit
1071,08-08-2011,4005989,43.56,Games,Portable Electronic Games,Portland,Oregon,cash
1072,06-30-2011,4006661,63.57,Indoor Games,Bowling,Charlotte,North Carolina,credit
1073,02-05-2011,4003507,179.09,Team Sports,Team Handball,Hampton  ,Virginia,credit
1074,12-30-2011,4009895,62.21,Gymnastics,Springboards,Denton,Texas,credit
1075,02-15-2011,4001494,183.84,Racquet Sports,Racquetball,Lowell,Massachusetts,credit
1076,07-22-2011,4008977,100.1,Outdoor Recreation,Track & Field,Dallas,Texas,credit
1077,09-15-2011,4008426,28.18,Outdoor Recreation,Disc Golf,Anaheim,California,cash
1078,08-04-2011,4003581,185.01,Team Sports,Cheerleading,West Valley City,Utah,credit
1079,02-18-2011,4005880,117.98,Water Sports,Life Jackets,San Jose,California,credit
1080,06-02-2011,4004579,135.74,Gymnastics,Gymnastics Mats,Salem,Oregon,credit
1081,01-15-2011,4006024,98.64,Team Sports,Soccer,Memphis,Tennessee,credit
1082,01-01-2011,4002800,132.07,Exercise & Fitness,Foam Rollers,Irving,Texas,credit
1083,12-29-2011,4009167,109.38,Exercise & Fitness,Exercise Bands,Centennial,Colorado,credit
1084,10-01-2011,4009449,162.58,Outdoor Recreation,Shooting Games,St. Petersburg,Florida,credit
1085,11-05-2011,4001031,117.17,Exercise & Fitness,Jump Ropes,Westminster,Colorado,credit
1086,05-22-2011,4002272,157.44,Team Sports,Indoor Volleyball,Columbia,South Carolina,credit
1087,08-18-2011,4003543,126.98,Water Sports,Water Polo,Eugene,Oregon,credit
1088,08-01-2011,4006928,23.59,Team Sports,Beach Volleyball,Bellevue,Washington,cash
1089,09-03-2011,4004125,135.72,Exercise & Fitness,Cardio Machine Accessories,Salem,Oregon,credit
1090,06-11-2011,4003094,93.49,Games,Portable Electronic Games,Des Moines,Iowa,credit
1091,05-12-2011,4006188,107.14,Gymnastics,Gymnastics Bars,Berkeley,California,credit
1092,02-06-2011,4004571,77.19,Outdoor Play Equipment,Water Tables,McKinney,Texas,credit
1093,04-22-2011,4007442,80.69,Winter Sports,Cross-Country Skiing,Lowell,Massachusetts,credit
1094,12-10-2011,4008849,175.82,Winter Sports,Cross-Country Skiing,Paterson,New Jersey,credit
1095,06-05-2011,4005059,165.72,Winter Sports,Downhill Skiing,Coral Springs,Florida,credit
1096,12-13-2011,4006308,154.49,Dancing,Ballet Bars,Lowell,Massachusetts,credit
1097,06-27-2011,4005464,165.96,Outdoor Recreation,Skating,Salem,Oregon,credit
1098,05-30-2011,4006637,47.82,Team Sports,Hockey,Lincoln,Nebraska,cash
1099,03-24-2011,4005454,67.28,Exercise & Fitness,Weightlifting Belts,Richmond  ,Virginia,credit
1100,10-27-2011,4007569,179.71,Outdoor Play Equipment,Sandboxes,Madison,Wisconsin,credit
1101,03-18-2011,4009076,165.53,Outdoor Play Equipment,Sandboxes,Plano,Texas,credit
1102,06-02-2011,4006991,177.89,Indoor Games,Bowling,Milwaukee,Wisconsin,credit
1103,07-16-2011,4005523,158.38,Water Sports,Life Jackets,Milwaukee,Wisconsin,credit
1104,04-24-2011,4000378,67.45,Team Sports,Team Handball,Omaha,Nebraska,credit
1105,12-28-2011,4004169,151.61,Outdoor Recreation,Golf,Columbia,Missouri,credit
1106,07-10-2011,4006151,146.22,Air Sports,Hang Gliding,Salem,Oregon,credit
1107,03-13-2011,4001550,55.67,Outdoor Recreation,Disc Golf,Portland,Oregon,credit
1108,01-13-2011,4002818,119.55,Outdoor Recreation,Running,Boise,Idaho,credit
1109,03-12-2011,4008998,23.73,Gymnastics,Vaulting Horses,Rockford,Illinois,credit
1110,03-21-2011,4005253,36.45,Combat Sports,Fencing,Washington,District of Columbia,credit
1111,01-08-2011,4004274,44.67,Games,Mahjong,Omaha,Nebraska,credit
1112,01-10-2011,4004744,129.83,Gymnastics,Gymnastics Mats,Jacksonville ,Florida,credit
1113,10-03-2011,4007233,69.67,Winter Sports,Downhill Skiing,Philadelphia,Pennsylvania,credit
1114,07-22-2011,4000686,38.62,Indoor Games,Billiards,Bellevue,Washington,credit
1115,06-09-2011,4006915,48.1,Team Sports,Basketball,Hampton  ,Virginia,credit
1116,03-04-2011,4006627,196.26,Outdoor Play Equipment,Sandboxes,Charlotte,North Carolina,credit
1117,11-04-2011,4009028,18.23,Games,Board Games,Kansas City,Missouri,credit
1118,04-30-2011,4002268,90.03,Games,Card Games,Sacramento,California,credit
1119,10-31-2011,4004246,187.79,Outdoor Recreation,Geocaching,Saint Paul,Minnesota,credit
1120,05-21-2011,4001354,117.44,Outdoor Recreation,Riding Scooters,Lincoln,Nebraska,credit
1121,05-09-2011,4004459,43.5,Games,Card Games,Jackson,Mississippi,credit
1122,09-17-2011,4002795,14.27,Team Sports,Curling,Lexington,Kentucky,credit
1123,08-08-2011,4003946,96.67,Games,Portable Electronic Games,Fremont,California,credit
1124,09-11-2011,4005037,29.32,Air Sports,Air Suits,Columbia,South Carolina,credit
1125,09-16-2011,4007388,169.89,Team Sports,Lacrosse,Nashville  ,Tennessee,credit
1126,05-25-2011,4001013,135.99,Team Sports,Indoor Volleyball,Jersey City,New Jersey,credit
1127,11-06-2011,4009150,97.36,Games,Dice & Dice Sets,Nashville  ,Tennessee,credit
1128,03-30-2011,4001659,192.19,Jumping,Pogo Sticks,Durham,North Carolina,credit
1129,04-19-2011,4000370,50.78,Outdoor Recreation,Tetherball,Scottsdale,Arizona,credit
1130,01-11-2011,4005510,19.79,Winter Sports,Sledding,Salem,Oregon,credit
1131,11-17-2011,4009034,20.95,Combat Sports,Martial Arts,Honolulu  ,Hawaii,credit
1132,05-22-2011,4002678,119.26,Outdoor Recreation,Cycling,San Antonio,Texas,credit
1133,06-04-2011,4005038,43.28,Winter Sports,Luge,Detroit,Michigan,credit
1134,08-31-2011,4001087,116.06,Exercise & Fitness,Weightlifting Machines,Green Bay,Wisconsin,credit
1135,11-18-2011,4007037,44.28,Gymnastics,Gymnastics Rings,Jacksonville ,Florida,credit
1136,11-06-2011,4003570,109.72,Outdoor Recreation,Cycling,Cincinnati,Ohio,credit
1137,02-08-2011,4004529,189.98,Team Sports,Cheerleading,Detroit,Michigan,credit
1138,09-05-2011,4001521,199.65,Puzzles,Jigsaw Puzzles,St. Petersburg,Florida,credit
1139,10-19-2011,4006668,105.67,Racquet Sports,Tennis,Columbus,Ohio,credit
1140,10-05-2011,4008741,12.16,Exercise & Fitness,Yoga & Pilates,Atlanta,Georgia,credit
1141,10-24-2011,4005938,187.58,Team Sports,Softball,Memphis,Tennessee,credit
1142,02-13-2011,4007219,118.88,Outdoor Recreation,Skateboarding,Stamford,Connecticut,credit
1143,11-27-2011,4007525,53.73,Gymnastics,Vaulting Horses,Hampton  ,Virginia,credit
1144,01-24-2011,4008276,143.51,Winter Sports,Luge,Stamford,Connecticut,credit
1145,12-10-2011,4000073,195.67,Indoor Games,Foosball,Nashville  ,Tennessee,credit
1146,02-19-2011,4004462,22.64,Water Sports,Scuba Diving & Snorkeling,Cincinnati,Ohio,cash
1147,06-22-2011,4007340,45.06,Jumping,Bungee Jumping,Columbus,Ohio,cash
1148,06-10-2011,4001468,88.41,Exercise & Fitness,Abdominal Equipment,Tampa,Florida,credit
1149,01-11-2011,4008643,142.46,Jumping,Pogo Sticks,Plano,Texas,credit
1150,06-24-2011,4001516,102.21,Outdoor Recreation,Running,Green Bay,Wisconsin,credit
1151,11-04-2011,4008663,170.76,Exercise & Fitness,Free Weight Bars,Fremont,California,credit
1152,05-19-2011,4005034,45.61,Outdoor Recreation,Equestrian,Portland,Oregon,cash
1153,08-02-2011,4006292,62.23,Jumping,Trampolines,Boise,Idaho,credit
1154,06-09-2011,4005366,126.62,Outdoor Recreation,Cycling,Irvine,California,credit
1155,04-29-2011,4008647,53.07,Outdoor Play Equipment,Lawn Water Slides,Birmingham,Alabama,credit
1156,06-28-2011,4006252,5.07,Gymnastics,Springboards,San Jose,California,cash
1157,01-28-2011,4008917,157.82,Winter Sports,Snowboarding,Washington,District of Columbia,credit
1158,11-13-2011,4008757,176.76,Exercise & Fitness,Free Weight Bars,Portland,Oregon,credit
1159,07-29-2011,4001190,91.89,Outdoor Recreation,Equestrian,Madison,Wisconsin,credit
1160,06-01-2011,4009908,17.78,Team Sports,Soccer,Everett,Washington,cash
1161,08-27-2011,4001475,173.88,Water Sports,Swimming,Columbia,South Carolina,credit
1162,01-21-2011,4001923,142.66,Outdoor Recreation,Cycling,Anaheim,California,credit
1163,08-10-2011,4000713,111.98,Games,Bingo Sets,Westminster,Colorado,credit
1164,01-24-2011,4008521,130.26,Puzzles,Jigsaw Puzzles,Indianapolis ,Indiana,credit
1165,04-15-2011,4005876,174.71,Water Sports,Boating,Colorado Springs,Colorado,credit
1166,04-23-2011,4002164,196.86,Winter Sports,Snowmobiling,Pittsburgh,Pennsylvania,credit
1167,01-23-2011,4000118,10.05,Water Sports,Scuba Diving & Snorkeling,Reno,Nevada,cash
1168,11-02-2011,4006852,110.77,Gymnastics,Springboards,Nashville  ,Tennessee,credit
1169,04-18-2011,4008121,168.09,Exercise & Fitness,Abdominal Equipment,Sunnyvale,California,credit
1170,02-02-2011,4001591,43.36,Outdoor Recreation,Deck Shuffleboard,San Antonio,Texas,cash
1171,03-05-2011,4001093,11.31,Outdoor Recreation,Lawn Games,Phoenix,Arizona,cash
1172,11-11-2011,4000935,71.45,Gymnastics,Gymnastics Protective Gear,Boise,Idaho,credit
1173,08-07-2011,4000270,193.75,Exercise & Fitness,Yoga & Pilates,Long Beach,California,credit
1174,05-16-2011,4003471,182.28,Winter Sports,Cross-Country Skiing,Seattle,Washington,credit
1175,09-22-2011,4008820,83.62,Indoor Games,Table Shuffleboard,Plano,Texas,credit
1176,10-29-2011,4002544,173.12,Team Sports,Indoor Volleyball,Madison,Wisconsin,credit
1177,10-21-2011,4003781,97.79,Outdoor Play Equipment,Playhouses,Boise,Idaho,credit
1178,10-13-2011,4002528,128.97,Exercise & Fitness,Weightlifting Belts,Birmingham,Alabama,credit
1179,04-23-2011,4004184,146.96,Team Sports,Basketball,San Francisco,California,credit
1180,04-09-2011,4000599,148.49,Team Sports,Rugby,Gilbert,Arizona,credit
1181,09-11-2011,4004464,161.05,Games,Bingo Sets,Nashville  ,Tennessee,credit
1182,08-15-2011,4009979,24.26,Winter Sports,Snowboarding,Huntsville,Alabama,cash
1183,06-21-2011,4003035,84.34,Team Sports,Basketball,Newark,New Jersey,credit
1184,08-08-2011,4008558,179.55,Exercise & Fitness,Weightlifting Gloves,Plano,Texas,credit
1185,11-25-2011,4009637,96.88,Puzzles,Jigsaw Puzzles,Jacksonville ,Florida,credit
1186,08-15-2011,4002537,78.56,Gymnastics,Balance Beams,Columbus,Georgia,credit
1187,08-11-2011,4002807,174.89,Team Sports,Team Handball,Memphis,Tennessee,credit
1188,02-14-2011,4003742,10.87,Games,Board Games,El Paso,Texas,cash
1189,05-11-2011,4004275,85.25,Outdoor Recreation,Rock Climbing,Huntsville,Alabama,credit
1190,09-14-2011,4005065,97.13,Racquet Sports,Squash,Stamford,Connecticut,credit
1191,01-11-2011,4004350,47.37,Outdoor Recreation,Track & Field,Phoenix,Arizona,cash
1192,07-28-2011,4005246,37.91,Jumping,Trampoline Accessories,Fremont,California,cash
1193,07-15-2011,4004090,66.98,Exercise & Fitness,Exercise Balls,Cincinnati,Ohio,credit
1194,06-08-2011,4004570,77.45,Team Sports,Baseball,Plano,Texas,credit
1195,04-01-2011,4007233,72.02,Outdoor Recreation,Running,Colorado Springs,Colorado,credit
1196,07-13-2011,4003965,152.49,Winter Sports,Sledding,Pasadena,Texas,credit
1197,08-12-2011,4003084,173.31,Indoor Games,Ping Pong,Charlotte,North Carolina,credit
1198,03-13-2011,4005600,156.39,Exercise & Fitness,Cardio Machine Accessories,San Diego,California,credit
1199,06-18-2011,4005879,65.87,Jumping,Bungee Jumping,Cincinnati,Ohio,credit
1200,02-25-2011,4000715,167.23,Games,Dice & Dice Sets,New York,New York,credit
1201,07-25-2011,4008193,172.49,Gymnastics,Springboards,Orange,California,credit
1202,04-30-2011,4009734,60.53,Outdoor Recreation,Disc Golf,Miami,Florida,credit
1203,01-13-2011,4003367,15.85,Water Sports,Surfing,Washington,District of Columbia,credit
1204,03-12-2011,4002506,35.9,Exercise & Fitness,Cardio Machines,Jacksonville ,Florida,credit
1205,06-24-2011,4009405,41.16,Games,Dice Games,Pittsburgh,Pennsylvania,credit
1206,08-03-2011,4004294,192.03,Winter Sports,Snowboarding,Stamford,Connecticut,credit
1207,01-11-2011,4000371,150.87,Team Sports,Football,Columbia,Missouri,credit
1208,04-30-2011,4004205,93.42,Water Sports,Kitesurfing,Westminster,Colorado,credit
1209,08-17-2011,4002122,54.39,Jumping,Bungee Jumping,Columbia,South Carolina,credit
1210,05-15-2011,4005787,180.21,Exercise & Fitness,Weight Benches,Bellevue,Washington,credit
1211,02-23-2011,4006983,28.25,Outdoor Recreation,Running,Overland Park,Kansas,credit
1212,01-30-2011,4003112,41.87,Outdoor Recreation,Camping & Backpacking & Hiking,Newark,New Jersey,credit
1213,06-09-2011,4006620,199.24,Team Sports,Lacrosse,Boston,Massachusetts,credit
1214,12-26-2011,4008328,130.38,Combat Sports,Boxing,Kansas City,Kansas,credit
1215,10-05-2011,4006173,151.1,Exercise & Fitness,Gym Mats,Gilbert,Arizona,credit
1216,06-12-2011,4001307,157.51,Gymnastics,Balance Beams,Clarksville,Tennessee,credit
1217,01-09-2011,4008867,182.2,Games,Portable Electronic Games,Durham,North Carolina,credit
1218,04-12-2011,4002877,196.27,Team Sports,Basketball,Flint,Michigan,credit
1219,07-01-2011,4006533,182.25,Exercise & Fitness,Jump Ropes,Atlanta,Georgia,credit
1220,07-04-2011,4004896,78.69,Team Sports,Team Handball,Boston,Massachusetts,credit
1221,12-04-2011,4004139,91.69,Jumping,Jumping Stilts,Alexandria  ,Virginia,credit
1222,06-06-2011,4009309,6.01,Exercise & Fitness,Exercise Balls,Detroit,Michigan,credit
1223,06-08-2011,4007141,166.27,Games,Mahjong,Long Beach,California,credit
1224,11-19-2011,4005573,170.57,Gymnastics,Springboards,Oklahoma City,Oklahoma,credit
1225,06-20-2011,4008076,37.19,Water Sports,Wetsuits,Los Angeles,California,credit
1226,08-26-2011,4005887,18.66,Team Sports,Softball,Lexington,Kentucky,credit
1227,01-06-2011,4006818,74.81,Outdoor Play Equipment,Lawn Water Slides,Detroit,Michigan,credit
1228,11-17-2011,4001310,19.49,Team Sports,Indoor Volleyball,Columbus,Ohio,credit
1229,06-13-2011,4004735,81.58,Games,Dice & Dice Sets,Springfield,Illinois,credit
1230,12-01-2011,4002739,129.09,Water Sports,Scuba Diving & Snorkeling,St. Petersburg,Florida,credit
1231,10-14-2011,4001790,180.97,Exercise & Fitness,Weightlifting Machines,Brownsville,Texas,credit
1232,07-19-2011,4005266,12.8,Water Sports,Whitewater Rafting,West Valley City,Utah,credit
1233,01-05-2011,4008587,153.78,Indoor Games,Air Hockey,Honolulu  ,Hawaii,credit
1234,05-20-2011,4003519,173.06,Team Sports,Basketball,Charleston,South Carolina,credit
1235,05-03-2011,4004851,22.03,Water Sports,Surfing,Columbia,South Carolina,credit
1236,09-22-2011,4007111,164.69,Combat Sports,Boxing,West Valley City,Utah,credit
1237,02-18-2011,4004161,198.49,Jumping,Pogo Sticks,New York,New York,credit
1238,07-09-2011,4002096,42.61,Gymnastics,Gymnastics Mats,Hartford,Connecticut,credit
1239,03-01-2011,4009207,34.95,Team Sports,Football,Chattanooga,Tennessee,credit
1240,05-02-2011,4008522,8.16,Outdoor Play Equipment,Swing Sets,Orlando,Florida,credit
1241,07-11-2011,4004325,79.54,Water Sports,Scuba Diving & Snorkeling,Los Angeles,California,credit
1242,05-06-2011,4006812,32.9,Winter Sports,Snowmobiling,Huntsville,Alabama,cash
1243,10-06-2011,4003885,47.08,Outdoor Recreation,Equestrian,Centennial,Colorado,cash
1244,09-20-2011,4006401,170.23,Water Sports,Windsurfing,Springfield,Illinois,credit
1245,10-28-2011,4007946,18.42,Water Sports,Wetsuits,Columbus,Georgia,cash
1246,03-01-2011,4005054,182.2,Winter Sports,Cross-Country Skiing,Austin,Texas,credit
1247,12-24-2011,4004049,114.75,Jumping,Jumping Stilts,Lincoln,Nebraska,credit
1248,01-12-2011,4006104,124.81,Outdoor Recreation,Ice Climbing,Boise,Idaho,credit
1249,06-19-2011,4004407,158.39,Water Sports,Whitewater Rafting,Nashville  ,Tennessee,credit
1250,07-13-2011,4003264,94.96,Racquet Sports,Tennis,West Valley City,Utah,credit
1251,05-20-2011,4004934,189.91,Outdoor Play Equipment,Sandboxes,Omaha,Nebraska,credit
1252,11-07-2011,4004870,196.07,Water Sports,Kitesurfing,Irvine,California,credit
1253,01-15-2011,4004741,194.71,Outdoor Recreation,Fishing,San Jose,California,credit
1254,12-26-2011,4005780,60.37,Water Sports,Wetsuits,Newark,New Jersey,credit
1255,08-13-2011,4001088,79.73,Indoor Games,Ping Pong,Huntsville,Alabama,credit
1256,04-20-2011,4000498,25.12,Games,Card Games,Gilbert,Arizona,cash
1257,11-27-2011,4002233,74.89,Outdoor Play Equipment,Sandboxes,Los Angeles,California,credit
1258,02-18-2011,4004234,194.81,Outdoor Recreation,Geocaching,Denver  ,Colorado,credit
1259,09-13-2011,4005501,61.57,Indoor Games,Billiards,Saint Paul,Minnesota,credit
1260,12-16-2011,4007458,83.37,Water Sports,Boating,Hampton  ,Virginia,credit
1261,05-10-2011,4009906,162.51,Team Sports,Field Hockey,Detroit,Michigan,credit
1262,05-11-2011,4000354,105.56,Indoor Games,Air Hockey,Flint,Michigan,credit
1263,08-31-2011,4001222,199.99,Winter Sports,Bobsledding,Columbus,Georgia,credit
1264,08-30-2011,4006789,87.92,Winter Sports,Sledding,Dallas,Texas,credit
1265,01-08-2011,4004584,16.65,Indoor Games,Air Hockey,Richmond  ,Virginia,cash
1266,05-01-2011,4002642,36.83,Team Sports,Baseball,Birmingham,Alabama,cash
1267,04-27-2011,4006319,99.62,Gymnastics,Pommel Horses,Durham,North Carolina,credit
1268,03-25-2011,4003748,22.23,Gymnastics,Vaulting Horses,Fremont,California,cash
1269,01-31-2011,4008390,42.92,Combat Sports,Boxing,New Orleans,Louisiana,cash
1270,11-30-2011,4008815,100.23,Exercise & Fitness,Cardio Machine Accessories,Madison,Wisconsin,credit
1271,09-09-2011,4006867,181.88,Winter Sports,Downhill Skiing,Pasadena,Texas,credit
1272,09-10-2011,4003110,64.42,Exercise & Fitness,Exercise Balls,San Diego,California,credit
1273,06-13-2011,4000894,25.32,Outdoor Recreation,Archery,Irvine,California,cash
1274,10-07-2011,4006219,77.36,Games,Mahjong,Madison,Wisconsin,credit
1275,05-07-2011,4005056,9.98,Outdoor Recreation,Lawn Games,Pasadena,California,cash
